    1.117973     2.781995     2.301016     2.536806     1.739255     1.477905     2.797106    -0.819016     2.085886    -0.320035  1
    1.426394     3.030511     2.045344     3.682885     2.822412     3.235848     2.085604     4.181769     0.926668     3.813402  1
   -1.088825     5.245853    -1.819594     4.166819    -1.911916     4.197244     0.550340     3.815101     1.388370     2.976757  1
    2.690842     0.813179     2.191177     1.975352     2.510173     1.747140     1.379136     2.162759     2.882879     1.096989  1
    1.758479     3.444977     1.603350     3.577672     1.826767     4.166473     1.749906     5.412933     2.248638     4.202411  1
    4.650304     0.205179     2.181509     1.170314     3.247860    -0.673617     4.664709    -0.865571     5.644520    -1.552143  1
    1.637512     3.288277     1.102568     4.584531     3.038390     3.247398     2.972650     3.016500     1.390086     4.708761  1
    0.261635     2.225780     1.183189     3.348901     1.329182     1.852105     0.223290     0.840510     0.557423     0.444959  1
    2.205594     3.108787     2.849464     2.363287     2.859052     1.871897     4.553234     2.759994     1.493108     4.971898  1
    0.806995     2.035312     0.683704     2.260478     0.907967     1.435113     1.355659     3.014749     1.594445     3.175277  1
    2.947466    -0.042708     4.862456    -1.699858     5.514996    -0.222181     3.814567     1.045651     4.586668    -0.286870  1
    3.233472     1.462985     3.259272     1.218505    -0.561773     3.981090    -0.244275     2.744726     0.968245     3.214676  1
    2.468113     1.980801     1.723243     2.737132     2.296446     2.898149     3.248280     2.016305     2.646731     1.793468  1
    2.880321     4.440825     2.101101     4.373756     2.747336     3.902369     0.717303     3.683797     3.130912     2.617416  1
    1.613970     4.016764     1.011741     3.344384     2.461806     1.623095     0.646665     3.831709     0.933524     4.943685  1
    1.055291     4.048639     2.660038     2.375048    -0.228559     6.049230     1.558044     6.020830     1.674443     5.309396  1
    0.322130     1.827220     1.737093     0.854374     1.372742     0.861835     2.905542     1.151616     5.145750     0.046616  1
    4.138879     0.786036     4.091003     0.828120     3.033416     1.724435     3.397129     2.349674     3.552307     1.712178  1
    0.593421     3.289379     2.256492     3.206204     0.044157     2.585563    -0.015746     3.158945    -0.521564     3.962635  1
   -0.054362     4.013274     0.870735     4.601072     0.271390     5.151859     1.626979     2.782561     1.937959     2.007360  1
    1.872176     1.999411     3.478669     1.244043     1.496839     2.594285     2.210503     1.851886     3.348978     2.698319  1
    3.970444     1.717538     3.853990     0.751762     3.829333     2.284410     1.191764     3.796812     1.501419     3.204146  1
    2.778483     2.499199    -0.494673     3.254990     1.561817     3.526302     1.666821     3.236263     3.171210     2.604358  1
   -0.596251     4.437784    -0.936302     5.393884    -1.794804     6.059437     0.635771     4.788484     0.590920     3.123884  1
   -0.634662     4.063237    -1.307346     2.854519    -0.708654     2.880739    -2.203938     3.602151    -2.845598     4.902965  1
    3.144209     3.127952     6.036751     0.571407     5.092327     1.634460     4.231697     2.293133     4.060840     3.658739  1
    3.061729     2.770115     3.243083     1.521815     3.646450     3.410346     3.918594     4.308952     1.557227     3.510717  1
