    0.996155     0.917242     2.066124     1.922238     1.565982     0.078293     2.899719    -0.775908     0.902280     0.039037     0.429980     0.623817     1.747709     2.715353     2.949263     3.253321     2.795739     4.024221     1.637255     1.685466    -0.085495     3.578289     0.904139     0.707446     0.754999     1.296478     3.050144     2.544538     3.286581     1.909522
    2.922518     0.862473     1.584026     2.941626     2.878823     2.503723     0.786089     1.132100     2.336502     1.148897     1.540892     2.034866     1.562398     1.909407     1.909962     4.184658     3.527773     5.549358     4.071785     3.429513     6.168817     2.777915     1.788584     2.485979     4.021034     1.360825     4.521117     3.057502     5.213958     2.871374
    1.632458     2.048444     1.077632     3.564655     4.646838     3.286505     3.388569     2.924691     1.762613     4.191293     2.196061     1.918550     3.127802     4.667783     3.715870     0.776555     0.255037    -1.321273    -0.226795    -1.288879    -0.025658     0.894031     1.420037     0.388287     1.433376     0.392800     3.029915     3.408001    -0.115004     2.718615
    0.615286    -0.200691    -0.023047     0.837766     0.762066    -0.272535     1.184668     3.066691     1.964123     2.311994     3.098060     0.212986     4.717615     1.666570     4.811063     5.345953     4.094365     4.872620     5.593216     3.733786     5.825802     3.176117     4.081293     3.276202    -0.869721     2.529205     0.448911    -0.189453     0.470036     1.610894
    2.649732     1.753432     1.456833     2.472216     2.711868     2.949611     3.691405     2.625159     2.772527     1.668985     3.142652     4.288373     1.921376     2.118003     2.760116     2.731571     0.451475     0.293426     3.319045     2.201794     2.308102     3.369086     1.901478     1.495054     3.574187     1.268437     0.707073     3.607014     2.387299     4.331931
    0.919386     2.100093     2.903674     0.565721    -1.555448     3.011160     2.495986     3.884235     2.694919     2.484323     1.218785     0.571278     3.105477     1.714145     2.192378     1.866077     4.066675     3.823287     7.537010     5.465268     7.597941     3.409510     4.738387     4.016147     3.845846     4.427789     4.557104     4.977022     4.630076     3.974401
    0.353713     0.787234     2.084640     2.472477    -0.000610    -0.469595     0.030238     0.814192    -0.821514     1.473237    -0.333737     1.057713     1.440318     2.705493     1.057281     4.234392     4.951966     2.468750     4.558752     3.125234     3.999708     3.117257     5.308234     3.887308     2.233296     3.428037     3.538054     2.310563     3.917046     4.667771
    4.489704     3.308150     4.000904     1.303932     2.661449     3.712602    -0.631393     1.166105     0.012850     1.174157     2.348918     1.777122    -1.974460    -1.036577     0.364105     3.767881     3.099290     2.952070     5.186895     4.533268     2.543454     5.181322     3.470758     5.492570     1.858720     3.824402     4.676816     4.920587     4.790153     2.975234
   -1.150375     0.071448    -1.755335    -2.163405    -1.576752    -1.433003    -3.286365    -2.496162    -4.427654    -0.190887     0.600824     0.513919     4.373922     0.790865     2.663841     4.398981     4.169865     4.366932     4.624745     6.318259     6.312949     6.067050     6.381734     4.601608     5.230883     6.994679     6.245137     6.271566     3.046900     2.804341
    1.757037     3.388380     2.668110     2.077289     2.359199     0.743259     1.814652     1.359978     2.430359     0.746020     2.983887     0.538731     3.929694     3.636526     2.322404     2.312929     3.717342     3.432986     3.591873     1.228681     0.740550     1.210037     2.705764     2.651163     2.314287     2.514316     2.404319     1.677994     2.203312     1.674510
