    1.117973     2.781995     2.301016     2.536806     1.739255     1.477905     2.797106    -0.819016     2.085886    -0.320035
    1.426394     3.030511     2.045344     3.682885     2.822412     3.235848     2.085604     4.181769     0.926668     3.813402
   -1.088825     5.245853    -1.819594     4.166819    -1.911916     4.197244     0.550340     3.815101     1.388370     2.976757
    2.690842     0.813179     2.191177     1.975352     2.510173     1.747140     1.379136     2.162759     2.882879     1.096989
    1.758479     3.444977     1.603350     3.577672     1.826767     4.166473     1.749906     5.412933     2.248638     4.202411
    4.650304     0.205179     2.181509     1.170314     3.247860    -0.673617     4.664709    -0.865571     5.644520    -1.552143
    1.637512     3.288277     1.102568     4.584531     3.038390     3.247398     2.972650     3.016500     1.390086     4.708761
    0.261635     2.225780     1.183189     3.348901     1.329182     1.852105     0.223290     0.840510     0.557423     0.444959
    2.205594     3.108787     2.849464     2.363287     2.859052     1.871897     4.553234     2.759994     1.493108     4.971898
    0.806995     2.035312     0.683704     2.260478     0.907967     1.435113     1.355659     3.014749     1.594445     3.175277
    2.947466    -0.042708     4.862456    -1.699858     5.514996    -0.222181     3.814567     1.045651     4.586668    -0.286870
    3.233472     1.462985     3.259272     1.218505    -0.561773     3.981090    -0.244275     2.744726     0.968245     3.214676
    2.468113     1.980801     1.723243     2.737132     2.296446     2.898149     3.248280     2.016305     2.646731     1.793468
    2.880321     4.440825     2.101101     4.373756     2.747336     3.902369     0.717303     3.683797     3.130912     2.617416
    1.613970     4.016764     1.011741     3.344384     2.461806     1.623095     0.646665     3.831709     0.933524     4.943685
    1.055291     4.048639     2.660038     2.375048    -0.228559     6.049230     1.558044     6.020830     1.674443     5.309396
    0.322130     1.827220     1.737093     0.854374     1.372742     0.861835     2.905542     1.151616     5.145750     0.046616
    4.138879     0.786036     4.091003     0.828120     3.033416     1.724435     3.397129     2.349674     3.552307     1.712178
    0.593421     3.289379     2.256492     3.206204     0.044157     2.585563    -0.015746     3.158945    -0.521564     3.962635
   -0.054362     4.013274     0.870735     4.601072     0.271390     5.151859     1.626979     2.782561     1.937959     2.007360
    1.872176     1.999411     3.478669     1.244043     1.496839     2.594285     2.210503     1.851886     3.348978     2.698319
    3.970444     1.717538     3.853990     0.751762     3.829333     2.284410     1.191764     3.796812     1.501419     3.204146
    2.778483     2.499199    -0.494673     3.254990     1.561817     3.526302     1.666821     3.236263     3.171210     2.604358
   -0.596251     4.437784    -0.936302     5.393884    -1.794804     6.059437     0.635771     4.788484     0.590920     3.123884
   -0.634662     4.063237    -1.307346     2.854519    -0.708654     2.880739    -2.203938     3.602151    -2.845598     4.902965
    3.144209     3.127952     6.036751     0.571407     5.092327     1.634460     4.231697     2.293133     4.060840     3.658739
    3.061729     2.770115     3.243083     1.521815     3.646450     3.410346     3.918594     4.308952     1.557227     3.510717
    1.739230     4.512982     2.139181     3.944683     2.163315     2.614673     2.013712     2.610878     2.800914     1.773067
    3.551289     0.592785     4.500183     0.908606     2.693825     1.612443     3.934055     1.482887     3.763941    -0.075402
   -0.691167     2.684302     0.950388     2.583700     0.611897     2.779885     0.668784     2.573441     1.154533     2.175903
    3.054291     1.809224     2.108291     1.300057     0.253442     4.283759     0.934994     3.389238     2.670213     2.253466
    3.476832     2.092397     2.944066     1.111930     2.331441     2.162012     2.849192     2.898044     4.101982     2.739526
    2.085315     2.656473     1.272525     3.657838     5.607731     0.044980     3.327433     1.399170     1.816621     2.146047
    3.593156     2.470157     3.330346     2.934436     3.164315     2.558011     3.007265     3.093888     4.660908     3.660602
    1.854771     2.036094     1.533163     2.498553     1.432351     2.956355     0.968909     4.476087     2.178845     4.408004
    2.987577     1.532785     2.545801     3.418669     2.943572     2.419943     4.437601     1.647932     3.703835     2.286207
    0.063193     3.857939     1.339477     2.863352     2.842109     2.403800     0.665188     4.318054    -0.540009     3.831589
    3.730687     0.251175     3.813254    -0.191164     1.740599     0.719758     2.299760     1.745781     0.789401     2.558337
    3.405024     0.145946     1.524260     0.975746     3.015911     0.874120     1.813138     0.996314     2.888513    -1.146419
   -0.082697     5.246994    -0.820081     4.280766    -0.114978     4.919574     0.695686     4.778740     0.592772     4.046830
    2.922343     3.194194     3.343522     2.424008     3.959281     1.967503     2.240258     1.283057     1.276806     1.659450
    1.743315     3.145194     2.023847     3.045634    -0.255463     3.842298     0.325758     2.966455    -0.492203     3.597869
    2.030463     3.222685    -0.053928     2.999066     0.620224     2.784593    -0.489767     2.740755     0.103580     3.086736
    0.339792     2.773468     2.709969     1.789059     3.948666     1.264514     2.924828     1.797042     2.216278     2.070997
    3.116533     3.424214     1.191787     2.975952     1.508336     4.063867     0.830960     3.575809     0.847709     4.121964
    2.362396     2.382889     2.990871     1.626711     3.560691     1.681249     2.254793     3.546124     3.447092     2.549927
   -0.341252     2.582835    -0.374867     2.284422     0.941167     4.445754     1.799384     3.219063     1.249694     1.428791
    1.511018     1.989781     2.177869     2.275091     1.444595     1.336670     2.025868     0.821854     4.755758    -0.951753
    4.755867     1.777389     2.861265     2.199932     1.999511     2.716348     1.392090     3.111442     3.423698     3.438706
    2.797328     3.284749     3.295262     4.639601     2.581541     3.984735     1.935235     3.793518     2.008051     4.625705
   -0.236476     3.028050     1.803294     2.550640     1.457599     0.844067     2.129603     1.572165     1.324174     3.043797
    3.623902     1.139270     3.815080     1.738923     2.341204     0.563294     1.842609    -0.401290     3.040178     0.480967
    3.728488     0.958408     4.097383     0.334378     2.096935     0.598382     3.036904     0.114729     3.217383     0.058713
    1.481515     3.287742     2.041726     3.726805     1.006104     4.123835    -0.749834     4.393795     1.393960     3.408899
    2.290963     0.487627     1.816749     1.114169     0.399708     2.521192     2.621011     2.518816     2.305285     2.354915
    2.445528     5.167118     1.355457     6.614944     1.970446     5.238319     1.322842     4.042793     1.124093     2.914499
    2.739981     1.789119     3.353314    -0.025894     4.066906     1.364903     2.874334     1.415848     1.891940     3.249823
    6.010541    -0.183098     5.523824     1.898046     4.183457     2.611393     3.915917     2.492230     5.688467     2.401631
    0.909744     3.213129     1.223165     3.818574     0.692506     3.928382     1.392623     3.092849     1.760900     2.111626
    1.366036     2.455754     1.914351     3.293667     1.896721     4.849397     2.415868     3.121469     4.161988     1.779886
    4.783448     1.684752     3.874587     1.565342     5.576881     1.499532     4.545056     1.999082     5.000523     1.049699
    3.206140     0.494286     1.395799     1.050918     1.602537     2.803552     1.226398     3.503850     0.648209     2.245329
    2.201006     3.230457     1.150204     3.115076     2.451078     4.408931     1.116194     4.805904    -0.482062     5.172928
    2.424338    -0.669201     4.301104     0.947528     4.102602     2.130203     2.823259     1.560834     2.561035     2.126279
    2.053995     4.358082     2.621631     5.157681     2.930945     3.086935     2.262632     5.369079     2.424668     5.282418
    1.280662     3.185952     1.929208     2.690842     0.882172     1.346481     1.326985     0.001614     0.043193     2.116025
   -0.082827     0.981156     1.239984     0.072717     4.423534    -1.010698     3.322419    -1.239949     1.687263    -0.867227
    1.560185     5.595793    -0.007266     8.128805     0.143898     6.753957    -0.030389     7.347893     0.214116     6.697040
    1.988567     2.140123     1.730873     3.835549     3.071273     3.457915     2.420444     4.159292     2.239538     4.065007
    0.129634     3.642202     2.246659     2.598330     0.729922     2.591691     2.666966     1.623707     1.524808     2.865495
    3.714112     3.266074     4.311566     3.452273     5.384875     2.328504     2.356710     3.497297     3.462705     1.354969
    4.086947     2.763723     3.805900     3.031552     2.402931     3.492499     2.619672     3.333295     2.575657     4.504085
    3.809648     1.919509     4.688467     1.287272     3.717372     4.054918     2.306317     2.462606     2.593100     1.944436
   -0.946211     2.019486     0.996307     1.829263     1.058617     1.501399     0.923908     2.119712    -0.195597     2.487839
    0.117411     4.851911    -1.845500     5.399250    -1.074296     5.154161    -0.993785     4.765946     0.283157     4.264829
    1.564223     4.660724     1.308665     6.039286     2.003337     5.016761     2.275728     3.451091     2.269508     4.606292
    2.943766     1.127256     1.900137     1.990344     0.352854     2.255460     0.465079     1.863343     0.953822     1.809699
    4.074667     1.415587     2.641314     3.842593     2.732725     3.097692     1.156796     3.791386     4.832985     3.420376
    3.734986     2.709883     3.740696     3.386181     3.972562     2.696042     4.850144     1.878754     4.296973     1.161611
   -0.417922     3.660425    -0.036425     1.475674    -0.377590     2.890020    -0.069540     4.231165     1.106401     2.651796
    3.063674     0.466810     1.729851     3.764060     4.077994     0.674271     1.700442     2.002056     1.474850     2.385076
    1.621821     1.531948     2.353851     0.069174     1.912152    -0.009060     3.846811    -0.049465     1.265691     3.002861
    0.405618     3.658968     1.509802     2.979853     3.073934     2.314718     2.427266     2.714728     2.845889     0.969990
    3.986389    -0.525662     4.350515    -0.010857     4.132897    -0.873340     1.202936     0.259298     2.155182    -0.313778
    2.392048     0.130701     1.715362     1.313140     2.256001     0.134924     1.862569     1.319515     0.725077     1.227875
    0.867272     2.582246     0.416091     1.878420     1.615257     1.392642     3.428700     1.190975     1.081420     3.429462
   -0.193206     3.347285     0.724562     0.960853    -0.495841     3.018243    -1.219906     4.000360     1.506292     2.445785
    2.383519     2.441067     4.344695     1.659026     3.692306     1.198979     4.275227     0.341468     3.425854     1.112140
   -0.219641     6.311807    -0.230884     5.503274    -0.270720     4.383364    -0.343917     4.855277     0.903974     4.067515
    1.429254     2.437283     2.677482     2.841989    -0.245498     2.675066     2.150627     1.131589     3.167536     1.011439
    3.572379     4.273293     3.422557     3.556799     3.986517     4.706994     3.921331     4.772050     3.052917     4.473134
