   11.635889    11.147335    11.527350    11.240403    20.665067    19.522159    19.559676    21.641084  1
   12.431220    14.674948    14.163940    13.815768    20.013973    20.026024    19.840736    20.080518  1
    7.510845     7.725049     7.456234     9.507164    19.822306    22.196339    20.683482    20.418790  1
    9.886974     9.720934    10.229355     9.180257    22.130854    20.835652    21.418930    18.965411  1
    8.107164     9.084001     8.837756    10.349938    19.203676    21.480459    20.906770    20.670938  1
    8.486045     7.845279     8.778439     8.627731    19.747351    20.857114    19.503046    18.925775  1
   11.107119    11.231437    11.079618    10.011030    20.840160    22.319319    21.183300    20.819876  1
   11.010723    10.839767    11.064239    11.572695    19.869312    20.368952    20.434621    22.229052  1
    9.317951     9.977968    11.237347     9.748333    20.195063    20.225993    20.295953    21.616527  1
    9.011916    10.347997    11.059431    11.026957    21.728846    21.102514    20.827502    21.841212  1
    9.610859    11.172575     9.161594     9.683227    17.263883    17.757200    16.412565    16.920153  1
   10.267811     9.739413    10.787561    10.613007    22.355283    21.942530    21.944704    21.694429  1
    8.216395     7.466671     8.660356     7.412248    20.497892    21.426943    22.993248    22.007048  1
    9.571349     9.650371     9.877069     9.966426    21.262990    19.420308    21.312936    18.885721  1
    9.392399    10.049656     9.688948    11.065952    20.252273    18.309286    18.080591    17.849787  1
    9.435525    10.065772    10.047951     9.929420    19.159686    21.100206    19.991265    20.013199  1
    9.722403    10.565385     8.877255     8.823318    21.543961    21.152598    22.104933    20.654560  1
    6.289154     6.694695     5.824669     7.433462    19.326425    18.339538    17.962247    18.482088  1
   10.864199    10.810782    11.986527    13.572350    20.629015    19.545201    18.094113    18.803776  1
   10.660502     9.553322    10.254633     9.521956    21.042768    20.380246    19.356081    17.546923  1
    7.974168     9.218614     8.242585     8.804485    19.399034    20.421183    20.508647    18.914912  1
    8.992311     9.053378    11.151636    10.305258    17.409432    18.438929    19.515487    18.881322  1
   10.885212    10.448600    10.323760     9.398069    18.415125    17.641655    18.603932    18.150709  1
   11.818527    12.858235    12.650766    12.696908    18.779159    18.210064    17.648001    19.261011  1
   10.379518     9.969284    11.599445     9.286894    18.305969    18.944003    19.205855    18.949002  1
   11.846393    11.112786    10.928218     9.291718    20.171431    20.557081    20.578054    19.985404  1
   10.625475     8.800013    10.678820    11.474461    19.316695    17.328239    16.946477    17.784053  1
    9.823177    10.833030    11.589730    10.383431    19.113320    18.248459    17.947621    16.593196  1
   12.010821    10.771772    10.494565    11.793678    21.148964    20.491619    21.000309    20.746736  1
    9.858146    11.335894    12.961431    11.812997    19.288336    19.635161    19.286901    19.866330  1
   10.621633     9.572427     9.699139     9.719161    19.304810    19.971056    20.871749    20.886603  1
   11.267718    10.757329    11.010921    11.719986    20.735116    19.558420    21.235659    20.801810  1
    9.603371     9.414699    10.330504     8.670386    20.210211    20.436498    21.585209    20.328745  1
   10.283985    11.210319    10.157422    11.491557    20.859406    21.544126    19.370271    20.286468  1
   11.687745    11.265157    11.325956    11.267040    20.006645    20.039445    17.923482    18.886322  1
   10.667223    10.739662     8.745724     8.604150    18.739706    20.350813    18.680400    19.426340  1
    8.080627     8.070362     8.399618     8.168964    18.946313    17.410406    18.209257    17.950949  1
    9.556569     9.177596     9.636843     8.298778    19.100205    19.241841    19.689018    18.756464  1
    9.833022     7.815863     8.044301     8.287296    22.053120    21.137588    21.537286    23.065060  1
    8.716661     7.782886     9.016354    10.482943    20.959812    21.519320    20.910621    20.528186  1
    8.380439     9.602971     9.066049     8.499161    18.733999    20.906760    21.053799    21.117169  1
   13.238261    13.961961    13.873076    13.430914    21.157859    21.970235    22.692094    20.875937  1
    9.501927     9.341985    10.222848     8.319435    19.721153    21.359849    20.862881    18.989646  1
    9.362454     8.857537     8.888547    10.029535    19.409588    18.775509    18.871398    18.957581  1
   10.580091    11.831024     9.522561     9.330581    20.914289    20.189702    19.435192    17.948732  1
    8.517528     9.494990     9.466644     8.197046    20.342813    21.206757    21.785211    21.014123  1
   12.294361    11.380024    11.139972    10.056857    21.068101    20.108898    20.655878    20.275240  1
    8.982482    10.277638    10.089164    10.394649    18.992089    18.986139    20.049968    21.158584  1
   11.674538    12.087201    10.768929    11.075328    20.396779    21.533729    21.645039    22.414828  1
    9.031787    10.067440     9.742087     8.777041    17.857788    18.601148    17.753305    17.944019  1
    8.071225     8.102815     7.662378     8.794031    21.147102    21.434081    20.414381    20.170077  1
    9.378567     9.562735    10.725852    11.085521    21.029391    21.170517    21.854790    23.468294  1
   10.510350     9.168037     8.359572     9.302943    19.465400    19.310210    18.344639    18.361751  1
   10.101123     9.715744     8.243083     9.926135    21.664286    20.693881    18.481709    17.453310  1
    9.920279    10.765728    10.862799    10.920858    21.195369    21.413861    20.248104    20.712993  1
    9.960729    10.237899     9.755471     9.817052    16.058885    17.076547    16.753014    17.637862  1
   10.533004    12.035020    11.736994    10.784189    21.084755    20.797195    21.764175    20.197671  1
    9.424577    10.554178     9.274488     8.605089    20.013315    21.245479    19.821704    19.547745  1
    7.468150     8.866802     8.510165     9.847828    20.307672    20.073513    19.888771    19.051844  1
    8.134118     8.099591     7.168774     5.319892    20.948760    19.817636    19.624751    19.304628  1
   12.277742    11.818031    11.802798    11.456538    21.099127    21.980040    23.042461    22.357223  1
   10.844021    11.658476    12.827529    12.480878    18.196127    18.992858    21.167836    20.445454  1
    9.886559     8.879494     9.768515     9.160199    18.764066    18.880675    18.281468    18.127547  1
    7.916789     8.498457     8.237458     8.711557    19.402065    20.636654    19.868899    21.254258  1
   13.810980    12.432702    11.897201    11.990031    20.743967    21.187049    21.935494    20.686138  1
    9.921062     9.420843    11.187931    10.869012    22.890329    21.479349    23.025109    22.278991  1
    9.645141    10.941840    11.528824    10.761602    19.820942    19.509733    19.462583    18.981168  1
    7.780860     8.661263     8.825104     9.331569    19.664956    19.511001    18.847873    16.995298  1
    9.590535     9.799538     7.506469     7.754377    19.509903    20.234038    18.903239    19.691647  1
    7.730028     9.280221     9.479491     9.187545    19.604491    21.008298    21.949490    23.774117  1
