    1.331153     4.063632     1.828194     3.543578     0.245724     5.074406    -1.592631     5.569129    -0.776105     4.855637     0.263234     0.000000
    2.254889     3.465836     2.137090     3.105754     2.817410     1.725574     1.736261     0.847188     3.003505    -0.486396    -1.516110     1.000000
    1.338438     4.761251     2.369265     4.982792     1.533935     5.567475     0.391766     5.527572     2.030946     4.727815     0.488546     0.000000
    1.326179     4.133617     1.086274     4.144921     1.878082     3.448923     1.953832     3.514246     2.809907     2.959171     1.993534     0.000000
    0.358829     5.815099    -0.535423     4.452344    -0.314546     5.045022    -1.745422     7.001974    -0.599724     7.454728    -0.335688     1.000000
    2.105633     1.896002     3.371907     2.868975     2.518922     3.389752     2.312437     2.266917     3.627477     0.809973    -1.091848     0.000000
    2.881847     2.292005     0.969485     2.191799    -0.789302     2.966821    -0.654541     3.536497     0.891838     3.430822    -0.634696     1.000000
   -0.033664     5.609605     2.305695     2.479595     2.731714     2.026690     1.025721     2.822416     1.252277     2.975972    -0.802296     1.000000
    3.166462     2.185883     3.122015     3.045971     0.572016     5.826493    -0.022473     7.074886     2.409062     4.507217     0.661282     1.000000
   -0.540939     4.868890    -0.594778     5.043317    -0.561279     1.833229     0.883941     0.810629    -0.641553     2.259801     0.652995     1.000000
    0.239551     2.416252     0.912274     2.593136     1.284057     3.315913     0.714960     3.275472     0.269624     4.102148     1.332677     1.000000
    1.487909     3.545776     1.657768     1.739357     0.240950     4.007358     0.787496     3.680996     2.213941     2.331161    -0.837983     0.000000
   -0.989572     1.767516     0.745256     0.914070     1.911339     0.352676     1.943560     1.666174     0.339343     0.406574     1.578119     1.000000
    3.004067     2.050827     2.582585     1.389497     0.938395     3.156804     0.791407     3.184795     0.894809     4.427913     0.752650     1.000000
    0.685990     5.216033    -0.006431     5.734258     0.255645     4.840633     0.837346     4.704377     1.792667     4.245960    -0.046402     1.000000
    1.657911     4.294164     2.560588     2.201441     0.569756     2.681179     1.521430     1.526443     2.242256     0.733877     0.398426     0.000000
    2.468305     1.415229     2.819356     2.247971     0.607454     3.563364     0.327936     3.670579     0.531355     4.666357    -0.397982     1.000000
    2.147790     3.117968     1.587953     4.269257     3.279325     4.743310     2.521390     4.941936     1.215646     5.402189     1.690114     0.000000
    2.069402     1.681248     1.718166     2.751728     1.861131     0.022474     1.131142     1.688964     2.762365     1.165430    -0.511263     0.000000
    1.103465     0.701056     1.657882    -0.203099     2.379624    -1.416647     2.584356     0.307612     2.377225     0.680579    -2.426727     1.000000
    1.972237     0.928581     0.200262     1.678546     0.832758    -0.096190     0.779922    -1.052951     2.048650     0.325999    -0.073556     0.000000
   -0.965101     4.523762     0.164484     3.890425     0.363009     3.809503     1.867112     3.876250     1.524883     4.145533    -1.225681     1.000000
    3.511270     2.701634     4.446166     0.555089     1.759641     2.200426     3.567723     1.773548     2.945416     2.347946    -1.234544     1.000000
    1.073163     3.924463     0.467599     5.314452    -0.287421     6.433690     1.060015     4.502347     1.055128     5.218370     0.820201     0.000000
   -1.657425     1.704410    -1.734243     2.761529    -0.514827     2.085241    -0.399937     2.079218    -0.557645     2.503325    -1.217875     1.000000
    0.304822     2.372400    -0.642079     1.244400     2.083616     0.371906     0.968364     2.236233     0.709837     3.548658    -0.519370     1.000000
   -0.258663     3.128342     0.907590     2.993207     1.920860     3.630788     2.213566     3.452052     1.716540     2.729755     0.551293     0.000000
   -1.547207     3.100043    -0.818668     1.886711    -0.775064     3.526162    -0.176626     3.323007     0.313074     3.097233    -0.919387     1.000000
    2.328424     4.565519     4.104822     3.635969     2.538285     3.786798     2.797726     3.445104     3.218931     2.696485     2.112905     0.000000
    2.418111     3.474166     1.387877     3.666069     3.336361     3.180409     2.068602     5.073765     2.178538     4.576066     0.737508     1.000000
    2.048819     3.468634     1.596266     4.960636     1.888188     3.081021     2.899985     1.221251     1.543513     3.718578    -1.216999     0.000000
   -0.246495     1.539162    -0.326611     1.874734     1.101885    -0.147854     0.836644     1.658035    -0.914285     1.454487    -1.336825     1.000000
    1.162025     1.636899     0.343516     2.751845    -1.637306     2.419522     0.983211     0.286712    -0.324567     1.401604     0.177774     1.000000
    1.460731     2.395086     0.682693     3.622428     1.624629     3.587693     0.895158     4.590843     0.890934     3.147196    -2.155695     1.000000
    0.589202     3.369505     1.314186     3.208320     1.363372     1.275581     1.224206     1.487175     0.607283     0.935867    -0.356389     0.000000
    1.403190     0.168333    -0.000477     0.960701     0.287052    -0.221264    -0.422756     0.320020     0.597504    -0.424934    -1.667765     1.000000
    0.762584     5.286598     0.856595     4.955787     0.859529     4.443577     0.825110     5.315695     1.984296     3.088775    -0.925732     1.000000
    3.175179     0.969305     1.862347     1.090082     2.613850     1.595405     2.340403     2.443689     1.852788     3.408076    -0.080716     0.000000
    3.417653     3.326585     2.851240     2.115877     1.817267     2.201994     1.684945     3.262475     5.076103     2.500298     0.044474     0.000000
   -1.139240     3.838833    -0.920293     4.215289     0.253898     3.172696    -1.108927     4.252241    -0.962050     6.436558    -1.120154     0.000000
    1.001787     1.596955     0.541208     1.176003     0.749958     0.463843     0.827634     1.881362     2.465771     1.921681     0.120391     1.000000
    3.429040     1.561851     2.258358     1.570182     1.774960     1.684410     3.105048     0.091544     2.195095     2.189881     0.115520     1.000000
   -1.944172     4.941956    -0.227461     3.677325     0.813028     4.534860    -0.380345     5.388328     0.516817     3.761881    -2.086114     1.000000
   -1.120781     4.700575     0.592272     5.198079    -0.317536     5.907197    -0.597820     4.544013    -0.993550     5.125337    -0.510605     0.000000
    0.068793     3.018556     0.730514     3.088479     1.512619     1.939069     1.381868     0.385514     0.627290     2.065313    -0.362146     1.000000
   -1.461962     3.394401    -0.540898     1.810426     0.335932     3.137362     1.467252     2.515276     0.777117     3.285645     1.664053     1.000000
    3.735087     2.277126     2.692096     2.067287     1.115678     2.308076     0.236027     3.768685     1.007783     4.100742    -1.769226     0.000000
    2.517846     1.621132     1.336819     1.382035     2.869095     3.934970     1.250556     4.841821     3.543499     2.709291     0.401618     1.000000
    1.682680     4.795110     3.065395     3.419899     2.528344     3.570931     3.226774     2.709204     2.911289     3.287995     0.073830     0.000000
   -0.437131     3.112307    -0.357549     3.429816     1.137227     2.842233     2.799581     2.429835     0.614025     5.005279    -0.535221     1.000000
    0.912809     2.812738     0.365622     4.841448     1.218316     3.941146     1.127135     4.381630     0.353942     5.315416    -1.401560     1.000000
    0.832416     2.904329     2.945162     1.437886     3.002495     0.625575     1.037550     2.385709     2.100275     1.219042    -0.840246     0.000000
    3.524243     0.441569     2.906100    -0.935298     2.445182     0.519542    -0.251417     3.891646     3.406661     2.547111     1.065841     1.000000
    0.446893     2.963633     1.640032     2.777536     2.807368     2.704335     3.641578     2.641666     1.081779     3.336476     2.125544     0.000000
    1.696632     2.191040     1.679261     2.619455     1.260246     1.993489    -0.737488     3.236477    -1.542900     2.446100     0.128505     1.000000
   -1.145392     4.828939    -0.993881     7.505751    -0.505885     6.728437    -1.431006     5.906756    -1.659338     5.652646     2.327880     0.000000
